//output from TaroNuke's unity editor v1.03

[General]
AudioFilename: Human.mp3

[Editor]

[Metadata]
Title:Human
TitleUnicode:Human
Artist:Flavor Foley
ArtistUnicode:Flavor Foley
Creator:Sunskimmer82
Version:UNBEATABLE
Tags:{"Level":14,"FlavorText":"is it human to be waiting..?","SongLength":270.504,"CoverArt":""}

[Difficulty]

[Events]

[TimingPoints]
0,300.00000000,4,2,0,100,1,8


[HitObjects]
298,192,12900,5,0,0:0:0:0:
213,192,13050,1,0,0:0:0:0:
213,192,13200,1,0,0:0:0:0:
298,192,13200,1,0,0:0:0:0:
298,192,15000,1,0,0:0:0:0:
298,192,15300,1,0,0:0:0:0:
213,192,15600,1,0,0:0:0:0:
298,192,15900,1,0,0:0:0:0:
213,192,16050,1,0,0:0:0:0:
298,192,16350,1,0,0:0:0:0:
298,192,16500,1,0,0:0:0:0:
213,192,16500,1,0,0:0:0:0:
213,192,16800,1,0,0:0:0:0:
298,192,16950,1,0,0:0:0:0:
298,192,17250,1,0,0:0:0:0:
213,192,17550,1,0,0:0:0:0:
213,192,18000,128,0,18450:0:0:0:0:
298,192,18000,128,0,18450:0:0:0:0:
213,192,18900,1,0,0:0:0:0:
298,192,19200,128,0,19650:0:0:0:0:
298,192,20100,1,0,0:0:0:0:
298,192,20400,1,0,0:0:0:0:
213,192,20550,1,0,0:0:0:0:
213,192,20850,1,0,0:0:0:0:
213,192,21150,1,0,0:0:0:0:
298,192,21450,128,0,22200:0:0:0:0:
298,192,22500,1,0,0:0:0:0:
213,192,22800,128,0,23250:0:0:0:0:
298,192,22800,128,0,23250:0:0:0:0:
213,192,23400,128,0,24000:0:0:0:0:
298,192,24300,1,0,0:0:0:0:
213,192,24450,128,0,24750:0:0:0:0:
213,192,25200,1,0,0:0:0:0:
298,192,25500,1,0,0:0:0:0:
213,192,25650,1,0,0:0:0:0:
298,192,25950,1,0,0:0:0:0:
298,192,26250,1,0,0:0:0:0:
213,192,27000,128,0,27600:0:0:0:0:
298,192,27600,128,0,28200:0:0:0:0:
213,192,28200,128,0,28800:0:0:0:0:
298,192,28800,128,0,29100:0:0:0:0:
298,192,29250,1,0,0:0:0:0:
213,192,29700,1,0,0:0:0:0:
298,192,30000,128,0,31200:0:0:0:0:
298,192,31800,128,0,32400:0:0:0:0:
213,192,32400,128,0,33600:0:0:0:0:
298,192,33600,128,0,34500:0:0:0:0:
298,192,34800,128,0,36000:0:0:0:0:
298,192,36600,1,0,0:0:0:0:
213,192,36900,1,0,0:0:0:0:
213,192,37200,1,0,0:0:0:0:
298,192,37200,1,0,0:0:0:0:
298,192,37800,1,0,0:0:0:0:
213,192,38400,1,0,0:0:0:0:
298,192,38550,1,0,0:0:0:0:
298,192,38850,128,0,39150:0:0:0:0:
213,192,39600,128,0,40200:0:0:0:0:
