//output from TaroNuke's unity editor v1.03

[General]
AudioFilename: audio.mp3

[Editor]

[Metadata]
Title:Human
TitleUnicode:Human
Artist:Flavor Foley
ArtistUnicode:Flavor Foley
Creator:Sunskimmer82
Version:Hard
Tags:{"Level":10,"FlavorText":"is it human to be waiting..?","SongLength":270.504,"CoverArt":""}

[Difficulty]

[Events]

[TimingPoints]
0,600.00000000,4,2,0,100,1,0


[HitObjects]
298,192,12900,5,0,0:0:0:0:
298,192,13200,1,0,0:0:0:0:
213,192,13200,1,0,0:0:0:0:
298,192,15000,1,0,0:0:0:0:
298,192,15300,1,0,0:0:0:0:
213,192,15600,1,0,0:0:0:0:
298,192,16050,1,0,0:0:0:0:
213,192,16500,1,0,0:0:0:0:
213,192,16800,1,0,0:0:0:0:
298,192,17250,1,0,0:0:0:0:
213,192,17550,1,0,0:0:0:0:
213,192,18000,128,0,18450:0:0:0:0:
298,192,18000,128,0,18450:0:0:0:0:
213,192,18900,1,0,0:0:0:0:
298,192,19200,128,0,19650:0:0:0:0:
298,192,20100,1,0,0:0:0:0:
298,192,20400,1,0,0:0:0:0:
213,192,20850,1,0,0:0:0:0:
213,192,21150,1,0,0:0:0:0:
298,192,21450,128,0,22200:0:0:0:0:
384,192,22200,1,0,0:0:0:0:
298,192,22800,128,0,23400:0:0:0:0:
213,192,23400,128,0,24000:0:0:0:0:
298,192,24300,1,0,0:0:0:0:
213,192,24750,1,0,0:0:0:0:
213,192,25200,1,0,0:0:0:0:
213,192,25650,1,0,0:0:0:0:
298,192,25950,1,0,0:0:0:0:
298,192,26250,1,0,0:0:0:0:
213,192,27000,128,0,27600:0:0:0:0:
298,192,27600,128,0,28200:0:0:0:0:
213,192,28200,128,0,28800:0:0:0:0:
298,192,28800,128,0,29250:0:0:0:0:
213,192,29700,1,0,0:0:0:0:
298,192,30000,128,0,31200:0:0:0:0:
384,192,31200,1,2,0:0:0:0:
384,192,31350,1,0,0:0:0:0:
298,192,31800,128,0,32400:0:0:0:0:
213,192,32400,128,0,33600:0:0:0:0:
298,192,33600,128,0,34500:0:0:0:0:
298,192,34800,128,0,36000:0:0:0:0:
384,192,36000,1,0,0:0:0:0:
384,192,36300,1,2,0:0:0:0:
298,192,36600,1,0,0:0:0:0:
213,192,36900,1,0,0:0:0:0:
213,192,37200,1,0,0:0:0:0:
298,192,37200,1,0,0:0:0:0:
298,192,37800,1,0,0:0:0:0:
213,192,38400,1,0,0:0:0:0:
298,192,38850,128,0,39150:0:0:0:0:
213,192,39600,128,0,40200:0:0:0:0:
213,192,40800,128,0,41400:0:0:0:0:
298,192,41400,128,0,42000:0:0:0:0:
213,192,42000,1,0,0:0:0:0:
384,192,42000,1,0,0:0:0:0:
213,192,42450,1,0,0:0:0:0:
298,192,42750,1,0,0:0:0:0:
213,192,43050,1,0,0:0:0:0:
298,192,43350,1,0,0:0:0:0:
298,192,43650,128,0,44100:0:0:0:0:
213,192,44400,1,0,0:0:0:0:
213,192,44850,1,0,0:0:0:0:
298,192,45150,1,0,0:0:0:0:
298,192,45450,128,0,46200:0:0:0:0:
384,192,46200,1,2,0:0:0:0:
384,192,46350,1,0,0:0:0:0:
213,192,46800,128,0,48000:0:0:0:0:
298,192,48000,128,0,49200:0:0:0:0:
213,192,49200,128,0,50400:0:0:0:0:
384,192,50250,1,0,0:0:0:0:
298,192,50400,128,0,51000:0:0:0:0:
213,192,51000,128,0,53400:0:0:0:0:
298,192,51600,128,0,53400:0:0:0:0:
384,192,51600,1,2,0:0:0:0:
298,192,53700,1,0,0:0:0:0:
213,192,54000,1,0,0:0:0:0:
213,192,54450,1,0,0:0:0:0:
213,192,54750,1,0,0:0:0:0:
298,192,55050,1,0,0:0:0:0:
298,192,55350,1,0,0:0:0:0:
298,192,55800,1,0,0:0:0:0:
213,192,56100,1,0,0:0:0:0:
213,192,56400,128,0,57300:0:0:0:0:
298,192,57300,128,0,58200:0:0:0:0:
298,192,58500,1,0,0:0:0:0:
213,192,58800,1,0,0:0:0:0:
213,192,59250,1,0,0:0:0:0:
213,192,59550,1,0,0:0:0:0:
213,192,59850,1,0,0:0:0:0:
298,192,60300,128,0,60900:0:0:0:0:
384,192,60900,1,0,0:0:0:0:
298,192,61200,1,0,0:0:0:0:
298,192,61500,1,0,0:0:0:0:
298,192,61650,1,0,0:0:0:0:
298,192,61950,1,0,0:0:0:0:
298,192,62100,1,0,0:0:0:0:
213,192,62400,1,0,0:0:0:0:
213,192,62700,1,0,0:0:0:0:
213,192,63150,1,0,0:0:0:0:
298,192,63450,1,0,0:0:0:0:
213,192,63600,1,0,0:0:0:0:
213,192,64050,128,0,64500:0:0:0:0:
298,192,64500,1,0,0:0:0:0:
213,192,64800,1,0,0:0:0:0:
298,192,65250,128,0,65700:0:0:0:0:
213,192,66000,1,0,0:0:0:0:
298,192,66000,1,0,0:0:0:0:
298,192,66600,128,0,66900:0:0:0:0:
213,192,67200,1,0,0:0:0:0:
298,192,67650,1,0,0:0:0:0:
298,192,68100,1,0,0:0:0:0:
384,192,68400,1,0,0:0:0:0:
384,192,69600,1,0,0:0:0:0:
384,192,70800,1,0,0:0:0:0:
384,192,72000,1,0,0:0:0:0:
384,192,73200,1,0,0:0:0:0:
384,192,74400,1,0,0:0:0:0:
384,192,75600,1,0,0:0:0:0:
384,192,76800,1,0,0:0:0:0:
298,192,77700,1,0,0:0:0:0:
213,192,78000,1,0,0:0:0:0:
298,192,78000,1,0,0:0:0:0:
384,192,78000,1,2,0:0:0:0:
384,192,79350,1,0,0:0:0:0:
384,192,79500,1,2,0:0:0:0:
298,192,79800,128,0,80100:0:0:0:0:
213,192,80400,1,0,0:0:0:0:
213,192,80850,1,0,0:0:0:0:
298,192,81150,1,0,0:0:0:0:
213,192,81600,1,0,0:0:0:0:
298,192,82050,128,0,82350:0:0:0:0:
213,192,82350,1,0,0:0:0:0:
213,192,82800,1,0,0:0:0:0:
384,192,82800,1,0,0:0:0:0:
213,192,83700,1,0,0:0:0:0:
298,192,84000,1,0,0:0:0:0:
384,192,84000,1,0,0:0:0:0:
298,192,84900,1,0,0:0:0:0:
298,192,85200,1,0,0:0:0:0:
213,192,85650,1,0,0:0:0:0:
213,192,85950,1,0,0:0:0:0:
298,192,86250,128,0,87000:0:0:0:0:
213,192,87300,1,0,0:0:0:0:
298,192,87600,1,0,0:0:0:0:
213,192,87900,1,0,0:0:0:0:
213,192,88200,1,0,0:0:0:0:
298,192,88500,1,0,0:0:0:0:
213,192,88800,1,0,0:0:0:0:
298,192,89100,1,0,0:0:0:0:
298,192,89550,1,0,0:0:0:0:
213,192,89850,128,0,90300:0:0:0:0:
213,192,90600,1,0,0:0:0:0:
298,192,90900,1,0,0:0:0:0:
213,192,91200,1,0,0:0:0:0:
213,192,91650,1,0,0:0:0:0:
298,192,91950,128,0,92250:0:0:0:0:
213,192,92250,128,0,92700:0:0:0:0:
213,192,93150,1,0,0:0:0:0:
298,192,93450,1,0,0:0:0:0:
213,192,93750,1,0,0:0:0:0:
384,192,93750,1,0,0:0:0:0:
213,192,94350,1,0,0:0:0:0:
298,192,94650,1,0,0:0:0:0:
213,192,94950,1,0,0:0:0:0:
298,192,95250,1,0,0:0:0:0:
213,192,95550,1,0,0:0:0:0:
213,192,95850,1,0,0:0:0:0:
213,192,96150,1,0,0:0:0:0:
213,192,96525,1,0,0:0:0:0:
298,192,96750,128,0,97200:0:0:0:0:
213,192,97200,128,0,98400:0:0:0:0:
298,192,98400,128,0,99300:0:0:0:0:
298,192,99600,128,0,100800:0:0:0:0:
298,192,101400,1,0,0:0:0:0:
213,192,101700,1,0,0:0:0:0:
213,192,102000,128,0,102600:0:0:0:0:
298,192,102600,128,0,103200:0:0:0:0:
213,192,103350,1,0,0:0:0:0:
298,192,103650,1,0,0:0:0:0:
298,192,104100,1,0,0:0:0:0:
213,192,104400,1,0,0:0:0:0:
298,192,105000,1,0,0:0:0:0:
213,192,105600,128,0,106200:0:0:0:0:
384,192,106200,1,0,0:0:0:0:
213,192,106800,1,0,0:0:0:0:
213,192,107250,1,0,0:0:0:0:
298,192,107550,1,0,0:0:0:0:
213,192,107850,1,0,0:0:0:0:
298,192,108150,1,0,0:0:0:0:
298,192,108450,128,0,108900:0:0:0:0:
213,192,109200,1,0,0:0:0:0:
213,192,109650,1,0,0:0:0:0:
213,192,109950,1,0,0:0:0:0:
298,192,110250,128,0,111000:0:0:0:0:
384,192,111000,1,2,0:0:0:0:
213,192,111600,128,0,112800:0:0:0:0:
298,192,112800,128,0,114000:0:0:0:0:
213,192,114000,128,0,115200:0:0:0:0:
384,192,116100,1,2,0:0:0:0:
298,192,116400,1,0,0:0:0:0:
213,192,117000,1,0,0:0:0:0:
213,192,117600,1,0,0:0:0:0:
213,192,117900,1,0,0:0:0:0:
213,192,118050,1,0,0:0:0:0:
213,192,118350,1,0,0:0:0:0:
298,192,118350,1,0,0:0:0:0:
384,192,118350,1,2,0:0:0:0:
213,192,118800,128,0,120300:0:0:0:0:
298,192,118800,128,0,120300:0:0:0:0:
384,192,120300,1,0,0:0:0:0:
298,192,120900,1,0,0:0:0:0:
213,192,121200,1,0,0:0:0:0:
298,192,121500,1,0,0:0:0:0:
